season,name,team,Position,Cap.Hit.Pct.League.Cap,GF/60,xGF/60,Off. Zone Faceoffs/60,TOI,LDGF/60,Off. Zone Faceoff %,globalMoneyScore
20112012,Dan Boyle,SJS,D,0.1037,0.22095959595959597,0.5394126738794436,0.6358536585365854,0.8588027925624029,0.09971910112359551,0.611,0.639843474213257
20142015,John Tavares,NYI,C,0.0797,0.2638888888888889,0.6723338485316847,0.7519512195121951,0.7027372641183794,0.12921348314606743,0.7694,0.6380520163926215
20172018,Sidney Crosby,PIT,C,0.116,0.2859848484848485,0.6893353941267388,0.76,0.7032833346236673,0.17275280898876405,0.6634,0.6368750296197562
20182019,Ryan Suter,MIN,D,0.0948,0.19191919191919193,0.47913446676970634,0.6090243902439024,0.9074307043616635,0.09410112359550563,0.5478,0.6365058491327472
20182019,Morgan Rielly,TOR,D,0.0629,0.29797979797979796,0.6105100463678517,0.6739024390243903,0.7860233636552449,0.14185393258426968,0.6054,0.6359202911177637
20172018,Drew Doughty,LAK,D,0.0933,0.2272727272727273,0.4760432766615147,0.5658536585365853,0.912310776387653,0.13764044943820225,0.5145,0.6333891196072979
20212022,Charles Mcavoy,BOS,D,0.0601,0.25,0.5873261205564142,0.7021951219512195,0.7974148059722407,0.10814606741573035,0.582,0.633084117291473
20142015,P.K. Subban,MTL,D,0.1304,0.2152777777777778,0.44976816074188564,0.6095121951219512,0.8908066635791954,0.19803370786516855,0.5343,0.6329894770169336
20212022,Morgan Rielly,TOR,D,0.0614,0.3055555555555556,0.5919629057187017,0.6397560975609756,0.8070574409345673,0.09971910112359551,0.5861,0.6310065289509662
20222023,Vince Dunn,SEA,D,0.0485,0.27651515151515155,0.5455950540958269,0.6358536585365854,0.7948157877929364,0.1657303370786517,0.6627,0.628268905417318
20222023,Evgeni Malkin,PIT,C,0.0739,0.27335858585858586,0.777434312210201,0.7539024390243902,0.6315683970415937,0.11938202247191011,0.7795,0.628055352844328
20222023,Quinn Hughes,VAN,D,0.0952,0.2689393939393939,0.5564142194744977,0.5929268292682927,0.8297988526992701,0.13342696629213482,0.5959,0.6280077363640563
20222023,Auston Matthews,TOR,C,0.1411,0.345959595959596,0.7944358578052549,0.7431707317073171,0.6220294463261737,0.13764044943820225,0.7456,0.6279848522248885
20162017,Ryan Suter,MIN,D,0.1033,0.2159090909090909,0.4605873261205564,0.5575609756097561,0.9153383563973299,0.13202247191011235,0.5,0.6279533209689473
20212022,Leon Draisaitl,EDM,C,0.1043,0.307449494949495,0.6924265842349305,0.6424390243902439,0.7411972072994067,0.20365168539325842,0.5571,0.6273242163085431
20162017,Erik Karlsson,OTT,D,0.089,0.20517676767676768,0.4683153013910355,0.6068292682926829,0.8567221952028954,0.18820224719101125,0.589,0.6256655838064848
20142015,Brent Burns,SJS,D,0.0835,0.2159090909090909,0.5672333848531684,0.6451219512195122,0.8143706367595474,0.14185393258426968,0.5591,0.6256177710715637
20112012,Brian Campbell,FLA,D,0.1111,0.17361111111111113,0.42040185471406494,0.5229268292682927,0.9143844613257878,0.14325842696629215,0.6224,0.6253481494632203
20112012,Evgeni Malkin,PIT,C,0.1353,0.3175505050505051,0.6846986089644512,0.7329268292682928,0.6529342643257549,0.2162921348314607,0.7529,0.6251403127443282
20112012,Henrik Sedin,VAN,C,0.0949,0.26136363636363635,0.5502318392581144,0.8602439024390245,0.648828368148248,0.20224719101123595,0.8464,0.6250802996201693
20132014,Keith Yandle,ARI,D,0.0816,0.20833333333333334,0.47449768160741884,0.6534146341463415,0.8208474457731637,0.1601123595505618,0.6429,0.6226968656954075
20132014,P.K. Subban,MTL,D,0.0447,0.21780303030303033,0.5301391035548686,0.6075609756097561,0.8368355566461829,0.10252808988764045,0.5885,0.6222227640941291
20212022,John Carlson,WSH,D,0.0982,0.26136363636363635,0.5718701700154559,0.6587804878048781,0.7699453929633276,0.1699438202247191,0.6272,0.6220890125081938
20142015,Keith Yandle,ARI,D,0.0086,0.1849747474747475,0.47913446676970634,0.7275609756097561,0.7979194027787658,0.08848314606741574,0.6674,0.621196216217893
20162017,Dustin Byfuglien,WPG,D,0.1041,0.2089646464646465,0.482225656877898,0.48048780487804876,0.9102578282988996,0.14466292134831463,0.527,0.6204213856052971
20222023,Jack Hughes,NJD,C,0.097,0.3017676767676768,0.704791344667697,0.6963414634146342,0.6455657703740035,0.226123595505618,0.7523,0.6194101161397509
20212022,Quinn Hughes,VAN,D,0.0963,0.24116161616161616,0.5224111282843895,0.6487804878048781,0.7948710859197077,0.1460674157303371,0.632,0.6194077911018612
20172018,Kris Letang,PIT,D,0.0967,0.24053030303030304,0.562596599690881,0.5734146341463415,0.829550010506694,0.1404494382022472,0.529,0.6178981504836704
20212022,Rasmus Andersson,CGY,D,0.0558,0.27714646464646464,0.6058732612055642,0.6243902439024391,0.7705260247460054,0.125,0.6035,0.6177300831061019
20182019,Tyson Barrie,COL,D,0.0692,0.24305555555555558,0.5146831530139103,0.8134146341463415,0.7041197206055569,0.16432584269662923,0.7168,0.6170457176988751
20132014,Brian Campbell,FLA,D,0.1111,0.1527777777777778,0.428129829984544,0.5387804878048781,0.9164857951199398,0.07162921348314608,0.5489,0.6156954165372196
20222023,Drew Doughty,LAK,D,0.1333,0.21022727272727273,0.47449768160741884,0.5248780487804878,0.8808045897560131,0.17134831460674158,0.5201,0.6155333593306995
20142015,Duncan Keith,CHI,D,0.0803,0.19444444444444448,0.4899536321483771,0.5917073170731708,0.8478606485104241,0.13623595505617977,0.5565,0.6151983751840108
20222023,Rasmus Andersson,CGY,D,0.0552,0.23106060606060608,0.5718701700154559,0.6414634146341464,0.7888643120204896,0.08286516853932585,0.5957,0.6150598667841795
20132014,Drew Doughty,LAK,D,0.1089,0.1849747474747475,0.5038639876352395,0.6346341463414634,0.8315960461740747,0.09129213483146069,0.5694,0.6149095633665788
20152016,Kris Letang,PIT,D,0.1015,0.21212121212121213,0.5641421947449768,0.6417073170731707,0.7931084537222931,0.12078651685393259,0.5638,0.6141807796287423
20212022,Auston Matthews,TOR,C,0.1428,0.369949494949495,0.7264296754250387,0.7558536585365854,0.6236469205779189,0.11376404494382024,0.6969,0.6134172880944633
20222023,Patrice Bergeron,BOS,C,0.0303,0.307449494949495,0.7511591962905719,0.96,0.5622865832585108,0.14325842696629215,0.5898,0.6130789492809157
20152016,Oliver Ekman-Larsson,ARI,D,0.077,0.24242424242424243,0.5146831530139103,0.6970731707317073,0.7701389370291325,0.13764044943820225,0.6045,0.6122195103009742
